company,amount_raised,round,investors_participated,date_announced,website,description,city,official_sector,secondary_sector,tertiary_sector,SIREN
Najar,15000000,Series A,"13books Capital, Portage Ventures, Tomcat",2024-10-16,https://najar.ai,"Najar operates in sectors such as artificial intelligence, procurement, and saas, providing products and services that leverage its expertise in these areas.",Paris,SaaS,Artificial Intelligence,,894 238 070
Filigran,15000000,Series A,"Accel, Moonfire Ventures, Motier Ventures",2024-02-28,901384479,"Filigran operates in sectors such as cyber security, information technology, and network security, providing products and services that leverage its expertise in these areas.",Paris,Cybersecurity,,,901384479
Hubcycle,15000000,Series A,"Bleu Capital, Citizen Capital, Daphni, ETF Partners, Jeriko, Julien Lesage, Laurence Chambaud, Oliver Mougenot, Raise Ventures, Serge Sabrier, Swen Capital Partners, Techmind",2024-10-28,https://www.hubcycled.com/,"Hubcycle operates in sectors such as environmental consulting, professional services, and recycling, providing products and services that leverage its expertise in these areas.",Avignon,CleanTech,,,
AZmed,15000000,Series A,"Maison Worms, Teampact ventures, Techstars",2024-02-20,http://www.azmed.co,"AZmed operates in sectors such as artificial intelligence, crm, and health care, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,Artificial Intelligence,,
Dust,15000000,Series A,"Connect Ventures, GG1, Motier Ventures, Seedcamp, Sequoia Capital, XYZ Venture Capital",2024-06-27,https://dust.tt/,"Dust operates in sectors such as artificial intelligence, natural language processing, and productivity tools, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,SaaS,,949 205 314
Faircraft,15000000,Series A,"Alliance for Impact, Blue Wire Capital, Bpifrance, CapHorn Invest, Entrepreneurs First, Heirloom, Kindred Ventures, Sake Bosch",2024-11-21,https://www.faircraft.bio,"Faircraft operates in sectors such as advanced materials, artificial intelligence, and biotechnology, providing products and services that leverage its expertise in these areas.",Paris,BioTech,Artificial Intelligence,,894805191
Lago,15000000,Series A,"Clément Delangue, FirstMark, Meghan Gill, New Wave (VC), Romain Huet, Script Capital, Y Combinator",2024-03-14,http://www.getlago.com,"Lago operates in sectors such as database, information technology, and software, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Carbonfact,15000000,Series A,"Alven, Headline, Y Combinator",2024-04-30,http://www.carbonfact.com,"Carbonfact operates in sectors such as information services, information technology, and productivity tools, providing products and services that leverage its expertise in these areas.",Paris,Other,CleanTech,SaaS,
Cure51,15000000,Seed,"Hitachi Ventures, Life Extension Ventures, Olivier Pomel, Sofinnova Partners, Xavier Niel",2024-03-19,https://www.cure51.com,"Cure51 operates in sectors such as biotechnology, database, and software, providing products and services that leverage its expertise in these areas.",Paris,BioTech,,,922435433
BioEsol,15000000,Seed,,2024-06-01,https://www.bioesol.com,"BioEsol operates in sectors such as artificial intelligence, battery, and energy storage, providing products and services that leverage its expertise in these areas.",Grenoble,CleanTech,Energy,Artificial Intelligence,
Diabeloop,15000000,,"AGIR a Dom, Cemag Invest, CERITD, Crédit Agricole, Innovacom, KREAXI, LBO France, ODYSSEE VENTURE, Supernova Invest, Terumo Corporation, UI Investissement",2024-03-04,http://www.diabeloop.fr,"Diabeloop operates in sectors such as clinical trials, health care, and medical, providing products and services that leverage its expertise in these areas.",Grenoble,HealthTech,BioTech,,
4P-Pharma,15000000,,,2024-04-29,https://4p-pharma.com,"4P-Pharma operates in sectors such as biotechnology, clinical trials, and health care, providing products and services that leverage its expertise in these areas.",Lille,HealthTech,BioTech,,
Gladia,14600000,Series A,"Athletico Ventures, Gaingels, Illuminate Financial, Mana Ventures, Motier Ventures, Nexenai Capital, Roosh Ventures, Soma Capital, XAnge, XTX Ventures",2024-10-15,https://www.gladia.io/,"Gladia operates in sectors such as artificial intelligence, audio, and developer tools, providing products and services that leverage its expertise in these areas.",Paris,Entertainment,Artificial Intelligence,,
Crealo,14100000,Seed,"CDG Invest, Evolem Start, Kima Ventures, Super Capital VC",2024-01-18,https://www.crealo.app/,Crealo is a company specializing in software solutions.,Neuilly-sur-seine,Other,,,
Pixee Medical,14000000,Series B,"Angelor, Bpifrance, Innovacom, Relyens, UI Investissement",2024-02-08,https://www.pixee-medical.com/,"Pixee Medical operates in sectors such as artificial intelligence, computer vision, and manufacturing, providing products and services that leverage its expertise in these areas.",Besançon,MedTech,Artificial Intelligence,,832674816
Vulkam,14000000,Series A,"Bpifrance, Crédit Agricole, SEB Alliance, Supernova Invest, BNP Paribas, UI Investissement, Crédit Agricole Alpes, Inco Ventures, Vertech",2024-01-15,https://www.vulkam.com/,Vulkam is a company specializing in deeptech solutions.,Gières,DeepTech,,,833877517
Pretto,14000000,,"Alven, BlackFin Capital Partners, Eurazeo, Kernel Capital, Orange Ventures, Serena",2024-10-15,https://www.pretto.fr/,"Pretto operates in sectors such as artificial intelligence, fintech, and internet, providing products and services that leverage its expertise in these areas.",Paris,FinTech,Artificial Intelligence,,825077886
Pony,13000000,Series B,"ADEME Investissement, Blast. Club, Colam Impact, Demeter, Epopée Gestion, La Poste Ventures, NACO, Smart Lenders Asset Management SA, XAnge",2024-09-18,https://www.getapony.com,"Pony operates in sectors such as internet of things, last mile transportation, and mobile apps, providing products and services that leverage its expertise in these areas.",Angers,Mobility,,,
Happydemics,13000000,Series B,"Adelie, Wille Finance",2024-12-03,https://happydemics.com/,"Happydemics operates in sectors such as advertising, apps, and information services, providing products and services that leverage its expertise in these areas.",Paris,SaaS,MarTech,,810129478
Dalma,13000000,Series B,Anterra Capital,2024-12-20,https://www.dalma.co/,"Dalma operates in sectors such as health insurance, insurance, and pet, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,InsurTech,,
Omi,13000000,Series A,"Dawn Capital, Founders Future, Motier Ventures, Paul Robson",2024-06-17,https://www.omi.so,"Omi operates in sectors such as 3d technology, apps, and artificial intelligence, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,882282890
ION-X,13000000,Series A,"European Innovation Council, Expansion Ventures, Innovacom, Région Ile-de-France, TechnoFOUNDERS",2024-12-10,https://ion-x.space,"ION-X operates in sectors such as aerospace, information technology, and manufacturing, providing products and services that leverage its expertise in these areas.",Boulogne-billancourt,SpaceTech & Aerospace,,,899667059
Jow,13000000,Series A,"Ambel, Eurazeo, Headline, Northzone",2024-02-08,https://www.jow.fr/,"Jow operates in sectors such as apps, e-commerce, and food and beverage, providing products and services that leverage its expertise in these areas.",Paris,Mobility,FoodTech,E-commerce & Retail,828508903
Huttopia,13000000,Growth Equity,Credit Agricole,2024-10-01,https://europe.huttopia.com/,Huttopia is a company providing innovative solutions in its industry.,Saint-Genis-les-Ollières,Other,,,424 562 890
Synovo Group,13000000,,Lauxera Capital Partners,2024-09-24,https://www.synovo-group.com,"Synovo Group operates in sectors such as consulting, digital marketing, and publishing, providing products and services that leverage its expertise in these areas.",Strasbourg,MarTech,,,
Elixir Aircraft,13000000,,"Bpifrance, Innovacom",2024-02-27,https://elixir-aircraft.com,"Elixir Aircraft operates in sectors such as aerospace, industrial, and manufacturing, providing products and services that leverage its expertise in these areas.",La Rochelle,SpaceTech & Aerospace,,,
Agriloops,13000000,,"BNP Paribas Développement, Breizh Up, Good Only Ventures, Orsay Holding, SPV Aqua Invest, Sustainable Ocean Alliance, Transitions First",2024-02-13,https://www.agriloops.com,"Agriloops operates in sectors such as agriculture, aquaculture, and farming, providing products and services that leverage its expertise in these areas.",Paris,AgriTech,,,
METRON,12500000,Series C,"BNP Paribas, Climate Investment, Green European Tech Fund, Vertigo",2024-11-22,https://www.metronlab.com/,"METRON operates in sectors such as artificial intelligence, environmental consulting, and information technology, providing products and services that leverage its expertise in these areas.",Paris,CleanTech,Artificial Intelligence,,
Bridg,12000000,Series B,Eyas Kelani,2024-10-08,https://www.bridg.co/,"Bridg operates in sectors such as apps, mobile apps, and software, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
Harmattan AI,12000000,Seed,Atlantic,2024-06-01,https://www.harmattan.ai,"Harmattan AI operates in sectors such as artificial intelligence, computer vision, and military, providing products and services that leverage its expertise in these areas.",Paris,Robotics,Artificial Intelligence,DefenseTech,978035392
Elum Energy,11800000,Series B,"Alter Equity 3P, Cota Capital, Energize Capital",2024-09-10,Crédit Agricole,"Elum Energy operates in sectors such as artificial intelligence, energy, and environmental consulting, providing products and services that leverage its expertise in these areas.",Paris,CleanTech,Artificial Intelligence,Energy,817860083
Sublime Energie,11500000,Series A,Crédit Mutuel Impact,2024-03-11,http://www.sublime-energie.com/,"Sublime Energie operates in sectors such as biomass energy, energy, and transportation, providing products and services that leverage its expertise in these areas.",Paris,Mobility,Energy,,852793223
Metabrain,11483363,,,2024-04-25,https://www.metabrain.co/,"Metabrain operates in sectors such as artificial intelligence, hardware, and human computer interaction, providing products and services that leverage its expertise in these areas.",Saint-mandé,Artificial Intelligence,Hardware,,
Hero,11300000,Series A,"SquareOne Venture Capital, Valar Ventures",2024-06-20,https://www.heropay.eu,"Hero operates in sectors such as b2b, fintech, and payments, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,899 485 544
Pixmania,11300000,Seed,"BREEGA, Groupe Duval, MACSF, Xavier Niel",2024-07-02,https://www.pixmania.com/fr/fr/,"Pixmania operates in sectors such as consumer electronics, consumer goods, and e-commerce, providing products and services that leverage its expertise in these areas.",Paris,Mobility,E-commerce & Retail,,910199835
Zefir,11000000,Series B,"Heartcore Capital, Sequoia Capital, Stride.VC, Third Kind Venture Capital, Zigg Capital",2024-04-22,https://www.zefir.fr/,Zefir is a company specializing in real estate solutions.,Paris,PropTech,,,851800235
