name,City,Sectors,organization_type,Funding Type,Amount,Currency,Money Raised (in USD),website,description,Round,Investors,Announced Date,SIREN,SIRET,Founder
Ezymob,Nanterre,Mobility & Transportation,startup,Seed,480000,EUR,531835,https://ezymob.fr/,Ezymob is an IT company that provides digital solutions for transport accessibility improvement of places for people with disabilities.,Seed,"Cyrille Foillard, Denis Beraud, Les Business Business Angels des Grandes Écoles, Yves Weisselberger, Ziad Khoury",2024-09-04,,,
HEPTA Medical,Paris,"MedTech, DeepTech",startup,Series A,5700000,EUR,6315545,https://www.heptamed.com,Developing next generation microwave ablation platform for early-stage cancer treatments,Early Stage Venture,"Bpifrance, Cléry, M&L Healthcare Investments",2024-09-04,,,
Joe AI,Paris,PropTech,startup,Pre-Seed,,,,https://www.getjoe-ai.com/en/,"Joe AI is a conversational AI agent that offers services to tenants and co-owners, sales, and interventions in real estate.",Seed,Plug and Play,2024-09-05,,,
ClimeFi,Paris,"ClimateTech, FinTech",startup,Seed,,,,https://www.climefi.com,"ClimeFi is the leader specialising in permanent carbon removals (CDRs), partnering with companies to build portfolio of certified CDR assets",Seed,"ENGIE New Ventures, PROfounders Capital, Redstone.VC, VR Ventures",2024-09-05,,,
Moderato,Douville-en-auge,E-commerce & Retail,startup,Seed,3000000,EUR,3333344,http://www.le-moderato.com,Moderato is a retail and wholesale company that manufactures and supplies a range of beverages online to various sectors.,Seed,"Andromède, Eutopia VC, Vivadour, Xinomavro Ventures",2024-09-05,,,
Blyynd,Paris,"Entertainment, Other",startup,Seed,170000,EUR,188890,https://www.blyynd.com,"Blyynd is an internet company offering a secure, sex-positive platform for virtual dating and intimate conversations.",Seed,,2024-09-05,,,
UniFox,Bordeaux,"FinTech, AI & Machine Learning",startup,Seed,,,,http://unifox.ai,UniFox is a sustainable investment ecosystem and trading platform powered by a sustainable AI.,Seed,,2024-09-05,,,
Calyxia,Bonneuil-sur-marne,DeepTech,startup,Series B,31500000,EUR,35000117,https://calyxia.com,Calyxia designs and industrially produces a new class of microcapsules that are transforming the way the world makes formulated products.,Early Stage Venture,"Astanor Ventures, Bpifrance Large Venture, Lombard Odier Investment Managers",2024-09-05,,,
Korint,Paris,"FinTech, E-commerce & Retail",startup,Seed,5000000,EUR,5545082,https://korint.io/,Korint is an InsurTech startup that provides an insurance marketplace platform to offer insurance products.,Seed,"360 Capital, Ventech",2024-09-06,,,
Vetbiolix,Loos,BioTech,startup,Seed,2500000,EUR,2771671,https://www.vetbiolix.com/,Clinical development of innovative therapeutic solutions for the canine and feline veterinary market: oncology and chronic diseases,Seed,"Bpifrance, Captech Santé, Nord France Amorcage",2024-09-08,,,
Bonx,Toulouse,"SaaS & Enterprise, PropTech",startup,Pre-Seed,1100000,EUR,1213927,https://www.bonx.tech,"Bonx a startup studio focusing in operations (supply chain, construction, and industry), reinvents ERP for French SMEs.",Seed,"Dynamo, Lakestar, Louis Pfitzner, Prequel Ventures",2024-09-09,,,
Patrowl,Paris,Cybersecurity,startup,Series A,11000000,EUR,12139271,https://patrowl.io/,Patrowl helps you to identify and harden you External Security Posture with realtime and continuous Pentest-as-a-Service solution,Early Stage Venture,"Auriga Cyber Ventures, Bpifrance, Crédit Mutuel Innovation, Swen Capital Partners",2024-09-09,,,
Actionable,Nancy,AI & Machine Learning,startup,Pre-Seed,2200000,USD,2200000,https://actionable.live/,Actionable is a startup specializing in predictive analysis of customer satisfaction using artificial intelligence,Seed,"Arthur Querou, Aurélien Georget, Axeleo Capital, Emilien Eychenne, Guillaume Grimbert, Mathieu Azorin, Stéphane Distinguin, Xavier Mariani",2024-09-10,,,
Bib batteries,Paris,"HealthTech, Hardware",startup,Seed,2200000,EUR,2424472,https://bib-batteries.com/,"Bib batteries provides EV owners with battery health data via its API, integrated with OEMs—no hardware needed.",Seed,"Family Ventures, Next Gear Ventures, Super Capital VC, Techstars, Wendel Family Office",2024-09-10,,,
TwicPics,Paris,SaaS & Enterprise,startup,Seed,1145000,USD,1145000,https://twicpics.space,Lightning-fast & sustainable websiteswith stunning visuals,Seed,,2024-09-10,,,
Brightflow,Paris,MedTech,startup,Series A,16500000,EUR,18183541,https://brightflow.com/,Brightflow develops cardiac medical devices and assistance services designed to treat heart failures.,Early Stage Venture,"BNP Paribas Développement, GO CAPITAL, Karista, Majycc Innovation Santé, UI Investissement, VIVES Funds",2024-09-10,,,
Neat,Bordeaux,"FinTech, AI & Machine Learning, E-commerce & Retail",startup,Series A,30000000,EUR,33060984,https://www.neat.eu,Neat is an InsurTech startup that provides retailers with embedded insurance solutions.,Early Stage Venture,"Alma Mundi Ventures, Athletico Ventures, ETFS Capital, Hedosophia",2024-09-10,,,
Elum Energy,Paris,Energy,startup,Series B,11800000,EUR,13003987,https://elum-energy.com/en/home/,Elum Energy is an energy and automation company.,Early Stage Venture,"Alter Equity 3P, Cota Capital, Energize Capital",2024-09-10,,,
Trust-Place,Marseille,"E-commerce & Retail, Cybersecurity",startup,Seed,4000000,EUR,4431622,https://www.trust-place.com,Trust-Place allows brands to authenticate the item with a digital certificate of ownership.,Seed,"CAAP Creation, Netangels, Reflexive Capital, Région Sud Investissement, Smalt Capital, WinEquity",2024-09-12,,,
Willy anti-gaspi,Saint-ouen,E-commerce & Retail,startup,Seed,1400000,EUR,1551068,https://willyantigaspi.fr,Willy anti-gaspi is a waste-fighting e-commerce business.,Seed,,2024-09-12,,,
Drama Studios,Rennes,Gaming,startup,Seed,2300000,EUR,2548183,https://studiosdrama.com,Drama Studios is a video game development studio company.,Seed,The Games Fund,2024-09-12,,,
CAD.42,Paris,SaaS & Enterprise,startup,Series A,1500000,EUR,1661858,https://cad42.com/,SaaS platform to protect ressources and optimize workflows on jobsites,Early Stage Venture,Socadif,2024-09-12,,,
Deal Makr,Paris,FinTech,startup,Seed,750000,EUR,831562,https://dealmakr.fr/,Deal Makr is a tech firm that simplifies M&A and corporate finance consulting with a unified digital ecosystem.,Seed,Arx Corporate Finance,2024-09-13,,,
Standing Ovation,Paris,FoodTech,startup,Series A,3750000,EUR,4157811,https://standing-ovation.co/,"Standing Ovation is a science to creating an animal-free, planet-friendly, vegan cheese that is still as dairy as the real thing.",Early Stage Venture,,2024-09-13,,,
Probabl,Paris,AI & Machine Learning,startup,Seed,5500000,EUR,6095378,https://probabl.ai,Probabl is a provider of open-source data science and machine learning solutions and services.,Seed,"Apertu Capital, Bpifrance, Maxime Paradis, Mozilla Ventures, Paradise Club",2024-09-14,,,
Cixten,Sancey-le-grand,"CleanTech, Energy",startup,Seed,2300000,EUR,2550115,https://www.cixten.fr,Cixten is a company that recycles low temperature waste heat into other energy vectors by leveraging the features of supercritical CO2.,Seed,"Ademe, Bpifrance, Capital Grand Est, Noria Invest, Région Grand Est",2024-09-15,,,
Akur8,Paris,"FinTech, AI & Machine Learning",startup,Series C,108000000,EUR,120196722,http://www.akur8.com,Akur8 offers a machine learning-powered insurance pricing and reserving platform for insurers.,Late Stage Venture,"Guidewire Software, One Peak, Partners Group",2024-09-16,,,
Bohr Energy,Toulouse,"AI & Machine Learning, Energy",startup,Seed,4000000,EUR,4448849,https://www.bohr-energie.fr/,Bohr Energy is an artificial intelligence firm that aims to make the energy market accessible to independent producers.,Seed,"AFI Ventures, Founders Future, Varsity",2024-09-17,,,
Jinko,Saint-denis-de-pile,HealthTech,startup,Seed,1400000,EUR,1557097,https://www.jinko.care/,Jinko provides tailored supportive care to those impacted by cancer.,Seed,"360 Capital, AFI Ventures, Ventech",2024-09-17,,,
Luniwave,Lyon,"SaaS & Enterprise, CleanTech",startup,Seed,1000000,EUR,1112212,https://www.luniwave.com,Luniwave offers solutions related to water consumption monitoring and reduction solution for hotels.,Seed,"Banque Populaire, Bpifrance, Campus Fund, ClimatePoint, Crédit Industriel et Commercial, Inovexus, SideBusiness Angels, Sphere Ventures, Super Capital VC",2024-09-17,,,
nopillo,Paris,FinTech,startup,Seed,4000000,EUR,4448849,https://nopillo.com,Nopillo provides tools to automate and optimize the tax declaration and the return on investment.,Seed,"Kima Ventures, Newfund, SIDE Capital, Super Capital VC",2024-09-17,,,
My Digital Buildings,Paris,PropTech,startup,Seed,1200000,EUR,1333683,https://www.mydigitalbuildings.com,My Digital Buildings is a software platform for creating and exploiting spatial building data.,Seed,"Grenoble Business Angels, Guillaume ANELLI, Laurent Fiard, Les Business Business Angels des Grandes Écoles, Paris Business Business Angels, Rhône Dauphiné Développement",2024-09-18,,,
Brenus Pharma,Issoire,"HealthTech, BioTech",startup,Series A,25000000,USD,25000000,https://www.brenus-pharma.com/,Brenus Pharma is an allogeneic platform to generate immune therapy ambitioning to harness patient immune system & prevent cancer resistance.,Early Stage Venture,"Business Angelor, Crédit Agricole Centre-Est, Investsud, Jacques Gardette, Meusinvest (Noshaq), Stephane Legastelois, UI Investissement",2024-09-18,,,
Wegrow-app,Paris,CleanTech,startup,Series A,7000000,EUR,7779818,https://www.wegrow-app.com/,"Wegrow-app is a company that uses a gamified platform to engage teams, grow businesses, and achieve CSR targets.",Early Stage Venture,"Nauta Capital, ScaleFund, Shapr Ventures, She1K, VU Venture Partners, Wille Finance",2024-09-18,,,
Pony,Angers,Mobility & Transportation,startup,Series B,13000000,EUR,14448233,https://www.getapony.com,Pony is the first shared micro-mobility scheme to decentralise ownership of its vehicles.,Early Stage Venture,"ADEME Investissement, Blast. Club, Colam Impact, Demeter, Epopée Gestion, La Poste Ventures, NACO, Smart Lenders Asset Management SA, XAnge",2024-09-18,,,
DigitalKin,Lyon,"BioTech, AI & Machine Learning",startup,Pre-Seed,400000,EUR,446379,https://digitalkin.com,"DigitalKin is a developer of AI-powered autonomous cognitive agents for the accountancy, consulting, and pharmaceutical industries.",Seed,"CCI Capital Croissance, Groupe Stard, Nikita ventures, Strong Hands",2024-09-19,,,
Inbolt,Paris,"AI & Machine Learning, Robotics",startup,Series A,15000000,EUR,16739203,https://www.inbolt.com,"AI-powered 3D vision for robots, helping manufacturers scale flexible automation across factories worldwide.",Early Stage Venture,"BNP Paribas Développement, Bpifrance, EXOR N.V., MIG Capital, SOSV, Yann Fleureau",2024-09-19,,,
Phacet,Paris,AI & Machine Learning,startup,Seed,4000000,EUR,4470198,https://www.phacetlabs.com/,Phacet offers Personalize artificial intelligence (AI) solutions for SMEs.,Seed,"Aglaé Ventures, AH Capital, Antoine Fabre, Better Angle, Damien Marc, Des Traynor, Emblem, Financiere Saint James, Florian Douetteau, Guillaume Moubeche, Kima Ventures, Motier Ventures, Origins Fund, Philippe Corrot, Robin Capital, Rodolphe Ardant, Thibaud Elziere",2024-09-20,,,
Delicity,Nice,"Mobility & Transportation, FoodTech",startup,Seed,920000,EUR,1028145,https://delicity.com,"Delicity is the only restaurant Delivery and Booking service, commission free.",Seed,SideBusiness Angels,2024-09-20,,,
Alan,Paris,"HealthTech, FinTech",startup,Series F,173000000,EUR,193336053,https://alan.com,Alan provides online digital insurance services that modernizes the way individuals access and manage their healthcare.,Late Stage Venture,"Belfius Bank, Coatue, Lakestar, Teachers’ Venture Growth, Temasek Holdings",2024-09-20,,,
Kestra Technologies,Paris,SaaS & Enterprise,startup,Seed,8000000,USD,8000000,https://kestra.io/,Kestra Technologies is an open-source orchestration and scheduling platform for mission-critical applications.,Seed,"Alven, Axeleo Capital, Bertrand Diard, Clément Delangue, Frédéric Plais, Isai, Michel Tricot, Nicolas Dessaigne, Olivier Pomel, Tristan Handy",2024-09-23,,,
NRJx,La Rue,Energy,startup,Seed,2000000,EUR,2222099,https://www.nrjx.tech,NRJx is a next-generation energy management software for manufacturers.,Seed,"Bpifrance, Ring Capital",2024-09-23,,,
Jump,Paris,"FinTech, SaaS & Enterprise",startup,Series A,11000000,EUR,12221543,https://www.join-jump.com,Jump provides a secure environment for freelancers to work and allows them to optimize their remuneration.,Early Stage Venture,"Athletico Ventures, BREEGA, Index Ventures, Inovexus, Mozza Business Angels, Raise Ventures, Roosh Ventures, SideBusiness Angels, Sylvain Grande",2024-09-23,,,
Movalib,La Rue De Pré,Mobility & Transportation,startup,Pre-Seed,1200000,EUR,1342932,https://movalib.com,"Movalib, a automotive-focused company, simplifies garage management through its flagship product, Movalib Pro.",Seed,"Banque Populaire, Bpifrance, Hodéfi, Julien D., La French Tech",2024-09-24,,,
VELA,Fontaine-française,"Mobility & Transportation, CleanTech",startup,Series A,40000000,EUR,44764411,https://vela-transport.com/en,VELA is an innovative 100% wind-powered maritime transport.,Early Stage Venture,"11th Hour Racing, Bpifrance, Crédit Mutuel Impact",2024-09-24,,,
Kiosk,Paris,CleanTech,startup,Business Angel,1000000,EUR,1112965,https://www.meetkiosk.com,Kiosk helps businesses in centralizing ESG data in order to automate reporting and support teams in social and environmental journeys.,Seed,,2024-09-25,,,
InSpek,Palaiseau,"BioTech, DeepTech",startup,Seed,3500000,EUR,3895377,https://www.inspek-solutions.com/,InSpek develops a biological and chemical monitoring systems using integrated photonics.,Seed,"BREEGA, EIC Accelerator, Quantonation, Wind",2024-09-25,,,
La Solive,Paris-l'hopital,Mobility & Transportation,startup,Series A,4000000,EUR,4451859,http://www.la-solive.com,La Solive provides practical and intensive training intended to teach a concrete profession of ecological transition.,Early Stage Venture,"Brighteye Ventures, Clément Delpirou, Partech, Thibaud Hug de Larauze, Vincent Bryant",2024-09-25,,,
Dotfile,Paris,FinTech,startup,Series A,6000000,EUR,6677789,https://www.dotfile.com,Dotfile is the compliance control center that allows financial institutions to verify their business customers anywhere in the world.,Early Stage Venture,"Hexa, Seaya Ventures, Serena",2024-09-25,,,
Auxicare,Melun,HealthTech,startup,Pre-Seed,175000,EUR,195597,https://www.auxicare.fr,"Auxicare operates a home health agency providing non-skilled care services like live-in support, nursing, and housekeeping.",Seed,Antler,2024-09-26,,,
Micropep Technologies,Ramonville-saint-agne,"BioTech, AgriTech",startup,Series B,11000000,USD,11000000,http://micro-pep.com/,Micropep Technologies is a biotech company that focused on biological alternatives to agrochemicals.,Early Stage Venture,"Corteva Agriscience, Sparkfood",2024-09-26,,,
Qantev,Paris,"HealthTech, FinTech, AI & Machine Learning",startup,Series B,30000000,EUR,33514498,https://www.qantev.com,AI claims platform for health & life insurance,Early Stage Venture,"Elaia, Omnes Capital, Raise Ventures",2024-09-27,,,
CardiaMetrics,Caen,MedTech,startup,Pre-Seed,300000,EUR,334099,https://www.cardiametrics.com,CardiaMetrics is a manufacturing company that offers implantable medical devices for assessing cardiac function.,Seed,Cardia Invest,2024-09-30,,,
TeleVet,Paris,HealthTech,startup,Pre-Seed,50000,USD,50000,https://televet.co,Telehealth & scheduling software for veterinarians,Seed,MARL 5G Accelerator,2024-09-30,,,
Newcleo,Paris,Energy,startup,Series A,135000000,EUR,150344456,https://www.newcleo.com/,Newcleo is an atomic energy company that focuses on developing advanced nuclear energy technologies.,Early Stage Venture,"Club degli Investitori, Inarcassa, Ingerop, Walter Tosto",2024-09-30,,,
Entropia,Paris,"FinTech, SaaS & Enterprise",startup,Pre-Seed,,,,https://entropia.io,Smart Data Room for M&A transactions,Seed,,2024-10-01,,,
Les Cherubins,Strasbourg,Other,startup,Pre-Seed,,,,https://www.les-cherubins.com/,"Les Cherubins is a company specializing in childcare in micro-nursery or home, supervised by qualified and qualified staff.",Seed,,2024-10-01,,,
Inarix,Paris,AI & Machine Learning,startup,Seed,,,,https://www.inarix.com/,Inarix has developed a technology based on the latest advances in artificial intelligence and image analysis.,Seed,Alchemist Accelerator,2024-10-01,,,
A.M.A Selections,Cannes,"PropTech, TravelTech",startup,Seed,1500000,EUR,1659668,https://amaselections.com/,A.M.A Selections is a technology-driven luxury hospitality company offering curated vacation rentals with concierge services globally.,Seed,"Nevzat Aydın, Tandem Venture Capital",2024-10-01,,,
ClimeRock,Colombes,"HealthTech, AgriTech",startup,Pre-Seed,210000,EUR,231977,https://www.climerock.com/,"Removing carbon while boosting soil health, using rocks.",Seed,"Bpifrance, EIT Climate-KIC, remove's Accelerator Program, Techstars",2024-10-02,,,
DinMo,Paris,"MarTech, SaaS & Enterprise",startup,Seed,5000000,EUR,5523251,https://www.dinmo.io/,DinMo is a modern Customer Data Platform for non technical teams that can be live in minutes,Seed,"468 Capital, big_bets, Financiere Saint James, Motier Ventures, Seedcamp",2024-10-02,,,
Entoinnov,Vandoeuvre-lès-nancy,"BioTech, AgriTech, FoodTech",startup,Seed,1500000,EUR,1656975,https://www.entoinnov.com,Entoinnov uses an insect-based bioprocess that converts agricultural by-products into superfood ingredients for humans and animals.,Seed,"Alsace Business Business Angels, GROUPE ILP, I-Neo capital, YEAST",2024-10-02,,,
Formality,Évry,LegalTech,startup,Seed,5600000,EUR,6186041,https://www.formality.com/,Formality provides intelligent contract management services.,Seed,"Partech, Serena",2024-10-02,,,
Faktus,Paris,"FinTech, SaaS & Enterprise",startup,Seed,,,,https://www.faktus.eu/,The financial partner of your public chantiers. BFR finance is quick and accessible for business enterprises,Seed,"Better Angle, Lakestar",2024-10-02,,,
Dylogy,Lyon,AI & Machine Learning,startup,Pre-Seed,1200000,EUR,1324239,https://www.dylogy.com,"Dylogy is a startup that helps insurers, reinsurers, and brokers better manage their documents and risks with generative AI.",Seed,"Convex Group, HUB612, Lya Protect, Mindstone, Uchal",2024-10-03,,,
Fudzs,Rouen,BioTech,startup,Pre-Seed,103000,USD,103000,https://fudzs.com/,Bioprocessing to Reimagine the future Bioeconomy,Seed,,2024-10-03,,,
RIVRS,Rennes,Gaming,startup,Seed,4000000,EUR,4414129,https://rivrs.io/,RIVRS creates high quality UGC games on all trending sandbox platforms.,Seed,Pleiade Venture,2024-10-03,,,
Qovoltis,Arcueil,Mobility & Transportation,startup,Series B,45000000,EUR,49658953,https://www.qovoltis.com/,Qovoltis offers smart charging solutions for electric vehicles and a mobile app for remote management.,Early Stage Venture,"Andera Partners, Epopée Gestion, Pâris Mouratoglou",2024-10-03,,,
Ultrawatt,Lyon,PropTech,startup,Seed,2000000,EUR,2196101,https://pro.ultrawatt.fr,Ultrawatt is a mission-driven startup to improve urban architecture while making a beneficial social and environmental effect.,Seed,"Lycée Boissy d'Anglas, Sofimac Investment Managers, UI Investissement",2024-10-04,,,
Generare,Paris,"BioTech, AgriTech",startup,Seed,5000000,EUR,5487149,https://generare.bio/,Generare is a biotech startup that discovers next-generation medicines and high-value molecules hiding in soil bacteria.,Seed,"Better Angle, Galion.exe, Saras Capital, SynBioVen, Teampact ventures, VIVES Funds",2024-10-07,,,
Stellar,Bordeaux,Hardware,startup,Seed,6800000,EUR,7463334,https://www.stellar.tc,Stellar is a telecommunications company that integrates multiple networks for connectivity.,Seed,"Alchimia Investments, Elewit, Primo Capital",2024-10-08,,,
Seedext,Paris,"SaaS & Enterprise, AgriTech",startup,Seed,2000000,EUR,2195098,https://seedext.com,Seedext is an SaaS virtual assistant that transcribes and summarizes all the user's meetings in one click.,Seed,"Bertrand Peyrat, Eric Valat, Guillaume Sarkozy, Hugo Hamad, Tomcat",2024-10-08,,,
Revyze,Paris,Other,startup,Seed,5500000,EUR,6036520,https://www.revyze.fr/,Revyze is an educational app that offers video resources for college preparation.,Seed,"Ilkka Paananen, Ligature VC, Moonfire Ventures, Motier Ventures, Nickey Skarstad, Riccardo Zacconi, Sebastian Knutsson, Speedinvest, STATION F",2024-10-08,,,
Keysom,Pessac,PropTech,startup,Seed,4000000,EUR,4390196,https://keysom.io/,Develops RISC V based processor architectures that are automatically built from the application source code and dynamically reconfigurable.,Seed,"Bpifrance, Epopée Gestion, EuroBIM, IRDI SORIDEC Gestion",2024-10-08,,,
Kriptown,Paris,FinTech,startup,Series A,4200000,EUR,4609706,https://www.kriptown.com,Kriptown is the SME New Exchange.,Early Stage Venture,"BNP Paribas, Bpifrance, Centilux Family Office",2024-10-08,,,
Bridg,Paris,FinTech,startup,Series B,12000000,USD,12000000,https://www.bridg.co/,"Bridg provides investment guidance, financial analysis, and business valuation for individuals and firms.",Early Stage Venture,Eyas Kelani,2024-10-08,,,
Highcast,Nanterre,"Energy, SaaS & Enterprise",startup,Seed,2000000,EUR,2188330,https://www.highcast.co,Highcast automatise le suivi et la prévision des consommations en énergie de vos usines.,Seed,"AFI Ventures, CentraleSupélec Venture, François Régis Déhéry, laurent courtois, Super Capital VC, Vincent Bryant",2024-10-09,,,
Lise,Paris,"FinTech, Web3",startup,Series A,4200000,EUR,4595493,http://www.lise.com/?utm_source=crunchbase&utm_medium=socialutm_campaign=ref,The First fully tokenized equity exchange in Europe,Early Stage Venture,"BNP Paribas, Bpifrance",2024-10-09,,,
baCta,Paris,BioTech,startup,Pre-Seed,3300000,EUR,3608087,https://www.bacta.life/,baCta engineer microorganisms to produce rubber from carbon.,Seed,"another.vc, Kima Ventures, Nicolas Morin-Forest, OVNI Capital, Sharpstone Capital, Thibaud Elziere",2024-10-10,,,
Granular Energy,Paris,"FinTech, Energy",startup,Seed,1000000,EUR,1093360,https://www.granular-energy.com/,Granular Energy is the platform of the future for managing and trading clean energy.​,Seed,JERA Ventures,2024-10-10,,,
Kelkun,Rue Du Château,"E-commerce & Retail, SaaS & Enterprise",startup,Business Angel,1100000,EUR,1203742,https://www.kelkun.com,Kelkun developed an application that aims to facilitate the connection between individuals and craftsmen for the execution of their work.,Seed,,2024-10-11,,,
Gigatree,Montpellier,"FinTech, Web3",startup,Pre-Seed,,,,https://gigatree.eu,Gigatree : une blockchain écoresponsable qui combat la déforestation. contact@gigatree.eu | Opened to investors,Seed,,2024-10-12,,,
CODA,Orléans,Other,startup,Seed,910000,EUR,995774,https://www.coda.school/,Coda is the region's future leader in higher education for IT development.,Seed,,2024-10-13,,,
Aerleum,Strasbourg,"ClimateTech, Energy",startup,Seed,5500000,EUR,6000227,https://www.aerleum.com,Aerleum Develops a groundbreaking system that combines CO2 capture and conversion to produce clean fuels and chemicals.,Seed,"360 Capital, Bpifrance, HTGF (High-Tech Gruenderfonds), Marble, Norrsken VC",2024-10-14,,,
UNIVITY,Paris,"SpaceTech & Aerospace, Hardware",startup,Seed,9300000,EUR,10145838,https://www.constellation.global,"UNIVITY deploys telecom satellites, delivering high-speed, low-latency internet where terrestrial networks are lacking.",Seed,"Bpifrance, Expansion Ventures",2024-10-14,,,
Obo-World,Annecy,AI & Machine Learning,startup,Seed,20000000,USD,20000000,https://obo-world.com,"obo-world offers AI-powered virtual agent solutions for recruitment, HR, and customer satisfaction tasks.",Seed,Momentum MENA,2024-10-15,,,
Storio Energy,Aulnay-sous-bois,Energy,startup,Seed,5000000,EUR,5441697,https://www.storioenergy.com,Storio Energy develops and operates innovative energy storage solutions for professionals in France,Seed,"Bpifrance Large Venture, Kima Ventures, Lowercarbon Capital",2024-10-15,,,
Gladia,Paris,"AI & Machine Learning, SaaS & Enterprise",startup,Series A,14600000,EUR,15889756,https://www.gladia.io/,"Gladia is a production-ready Speech-to-Text API for real-world voice products—high accuracy, multilingual, real-time + async, and add-ons.",Early Stage Venture,"Athletico Ventures, Gaingels, Illuminate Financial, Mana Ventures, Motier Ventures, Nexenai Capital, Roosh Ventures, Soma Capital, XAnge, XTX Ventures",2024-10-15,,,
Xpln.ai,Paris,MarTech,startup,Series A,7000000,EUR,7618376,https://xpln.ai,"Xpln.ai uses eye-tracking and AI to measure real-time ad attention, helping forecast performance across the marketing funnel.",Early Stage Venture,"Spring Invest, Ventech",2024-10-15,,,
Stoïk,Paris,"Cybersecurity, FinTech",startup,Series B,25000000,EUR,27208486,https://stoik.com,Stoïk is a cyber insurtech company that help businesses manage their exposure to cyber risks.,Early Stage Venture,"Alven, Andreessen Horowitz, Anthemis, Cyber Integrity Capital, Munich Re Ventures, Opera Tech Ventures, Tokio Marine",2024-10-15,,,
Auxo,Lyon,CleanTech,startup,Seed,3000000,EUR,3257647,https://www.auxodynamics.fr,Auxo Dynamics assists businesses in transitioning to a more sustainable business strategy.,Seed,"Arkea Capital, Banque des Territoires",2024-10-16,,,
Najar,Paris,AI & Machine Learning,startup,Series A,15000000,EUR,16288237,https://najar.ai,Najar simplifies and gives AI-driven procurement solutions.,Early Stage Venture,"13books Capital, Portage Ventures, Tomcat",2024-10-16,,,
Vibes,Paris,Other,startup,Pre-Seed,220000,EUR,238242,https://vibes.lgbt/,The LGBTQ social network,Seed,ULTRA.VC,2024-10-17,,,
TeleVet,Paris,HealthTech,startup,Pre-Seed,145000,EUR,157023,https://televet.co,Telehealth & scheduling software for veterinarians,Seed,Berkeley SkyDeck Fund,2024-10-17,,,
LetXbe,Paris,"AI & Machine Learning, SaaS & Enterprise",startup,Pre-Seed,1200000,EUR,1299503,https://www.letxbe.ai,Letxbe is a algorithms and user-friendly platform enable non-technical business owners to control and engage with AI.,Seed,"Holnest, Takara Capital",2024-10-17,,,
Survoltage,Grenoble,"Energy, SaaS & Enterprise",startup,Seed,1500000,EUR,1624379,https://www.survoltage.fr,Survoltage is an electricity management platform provider that helps consumers and businesses save money on energy bills.,Seed,,2024-10-17,,,
AI PRO MANAGEMENT,Levallois-perret,AI & Machine Learning,startup,Seed,1100000,USD,1100000,https://aipromanagement.club/,Artificial Intelligence for a suitable project management,Seed,,2024-10-18,,,
Otoqi,Paris,Mobility & Transportation,startup,Series B,10000000,EUR,10872520,https://www.otoqi.com/en,Otoqi is a vehicle delivery platform that develops connected services and logistics solutions for automotive professionals.,Early Stage Venture,"Aster, CDP Venture Capital, Seventure Partners, Swiss Post Ventures, Verve Ventures",2024-10-18,,,
Ramdam,Saint-mandé,"MarTech, AI & Machine Learning",startup,Seed,3150000,USD,3150000,https://ramd.am,Magically Streamline Creator Content Creation,Seed,"Bpifrance, Data Tech Fund, Paris Region Venture Fund, The Moon Venture",2024-10-22,,,
Toasty,Paris,E-commerce & Retail,startup,Seed,1000000,EUR,1079577,https://toasty.family,"We’re on a mission to make shopping conscious, effortless and playful.",Seed,AFI Ventures,2024-10-22,,,
Fungiball,Paris,Gaming,startup,Pre-Seed,2200000,EUR,2371704,https://fungiball.io,Fungiball is an immersive play-to-earn tennis game that cultivates a community of passionate tennis players and fans.,Seed,"Adrien Dassault, Bpifrance, Cliff Capital, Stephan Altmüller",2024-10-23,,,
LinkByCar,Paris,Mobility & Transportation,startup,Seed,1400000,EUR,1509266,https://linkbycar.com,"LinkByCar uses AI to predict vehicle issues by analyzing connected vehicle data, enhancing driving safety and personalization.",Seed,"Afri Mobility, Ethias Ventures, LeanSquare",2024-10-23,,,
Quiet,Paris,"Gaming, MarTech",startup,Seed,4500000,EUR,4851213,https://www.quiet.app,"Quiet revitalizes mobile games and apps, enhancing features and user engagement.",Seed,"Pareto Holdings, Varsity",2024-10-23,,,
Idealys,Montpellier,PropTech,startup,Business Angel,2500000,EUR,2705921,https://www.idealys.fr,"Idealys is a software publisher that provides design solutions for residential, tertiary, and commercial buildings.",Seed,,2024-10-24,,,
Ai4Dental,Marseille,AI & Machine Learning,startup,Pre-Seed,500000,EUR,541184,https://www.ai4dental.com,"Ai4Dental offers easymodel, an artificial intelligence-based solution that allows to produce fully automatic 3D dental models.",Seed,Provence Business Business Angels,2024-10-24,,,
GreenGo,Paris,Mobility & Transportation,startup,Seed,3000000,EUR,3247105,https://www.greengo.voyage,GreenGo is a European platform to book eco-friendly accommodations and transportation,Seed,"4Ventures, Climate Leaders Fast Track, INCO Ventures",2024-10-24,,,
Kompanion Care,Paris,HealthTech,startup,Pre-Seed,500000,EUR,540030,https://www.kompanioncare.com/,Democratizing Brain Health - GenAI Powered Digital Psychotherapies,Seed,"Interactive Venture Partners, Plug and Play, STRT Holding Nyrt",2024-10-25,,,
Wine In Block,Aix-en-provence,"FoodTech, Web3",startup,Pre-Seed,200000,EUR,216012,https://www.wineinblock.io,Wine In Block is a wine and spirit sector technology company that offers solutions to verify wine authenticity and quality.,Seed,Provence Business Business Angels,2024-10-25,,,
